place,year,mass_g,longitude,latitude,fell_found,Include
NWA 457,2001,175,-4.01683,31.36817,Found,0
GRV 021802,2003,175,75.33444,-72.77333,Found,0
Dho 1529,2006,175,54.29783,18.205,Found,0
META78007,1978,174.8,155.75,-79.68333,Found,0
A-881891,1988,174.58,26,-72,Found,0
MET 00505,2000,174.57,155.75,-79.68333,Found,0
GRV 050388,2006,174.56,75.2974,-72.93689,Found,0
ALHA77279,1977,174.5,159.66667,-76.71667,Found,0
Dho 197,1999,174.5,54.26667,18.38833,Found,0
MIL 99313,1999,174.5,157,-83.25,Found,0
Y-791709,1979,174.32,35.66667,-71.5,Found,0
EET 90350,1990,174,156.33185,-76.29038,Found,0
Acfer 217,1991,174,3.88583,27.59444,Found,0
DaG 219,1996,174,16.38217,27.25733,Found,0
DaG 423,1998,174,15.93683,27.74017,Found,0
SaU 011,1999,174,57.2885,21.00333,Found,0
Dho 081,1999,174,54.78267,19.322,Found,0
NWA 541,2000,174,-5.18333,31.1,Found,0
SaU 031,2000,174,57.2765,21.051,Found,0
HaH 268,2000,174,12.8705,28.45717,Found,0
NWA 852,2001,174,-5.85583,30.808,Found,0
Dho 1191,2003,174,54.74667,19.34,Found,0
SJ 021,2008,174,-69.8735,-25.441667,Found,0
JaH 752,,174,56.44056,19.82361,Found,0
QUE 93047,1993,173.9,162.58899,-84.58294,Found,0
Sleeper Camp 017,1994,173.8,126.25783,-30.01283,Found,0
Sleeper Camp 016,1994,173.8,126.27283,-30.03183,Found,0
Y-791976,1979,173.77,35.66667,-71.5,Found,0
QUE 99099,1999,173.6,168,-84,Found,0
A-881375,1988,173.54,26,-72,Found,0
QUE 99085,1999,173.5,168,-84,Found,0
A-881346,1988,173.32,26,-72,Found,0
Y-74442,1974,173.3,35.76111,-71.73056,Found,0
Shiï¿½ï¿½r 170,2009,173.2,53.59686,18.36442,Found,0
Shiï¿½ï¿½r 172,2009,173.2,53.59686,18.36442,Found,0
Y-791034,1979,173.18,35.66667,-71.5,Found,0
A-881622,1988,173.18,26,-72,Found,0
Acfer 340,2002,173.15,4.3,27.58333,Found,0
RC 012,1981,173.1,-103.48333,34.1,Found,0
QUE 97575,1997,173.1,168,-84,Found,0
Nilpena,1975,173,138.3,-31.08333,Found,0
Acfer 086,1990,173,4.18333,27.66667,Found,0
DaG 102,1996,173,16.0235,27.1205,Found,0
DaG 373,1997,173,15.96183,27.91483,Found,0
DaG 1025,1999,173,16.6865,26.90633,Found,0
Dho 175,2000,173,54.55222,19.0625,Found,0
Dho 534,2001,173,54.70333,19.19667,Found,0
MET 01063,2001,173,159.75,-79.68333,Found,0
Dho 1127,2005,173,54.908417,19.200667,Found,0
KG 009,2011,173,9.86542,32.76277,Found,0
MET 96520,1996,172.8,159.75,-79.68333,Found,0
JaH 516,2008,172.8,55.11403,19.41078,Found,0
A-881014,1988,172.76,26,-72,Found,0
EET 99413,1999,172.7,157.16667,-76.18333,Found,0
JaH 413,2007,172.6,56.57698,19.82992,Found,0
GRV 051627,2006,172.52,75.31694,-72.77889,Found,0
ALHA78108,1978,172.5,159.66667,-76.71667,Found,0
JOH 03012,2003,172.5,161.08053,-72.89642,Found,0
Y-791705,1979,172.47,35.66667,-71.5,Found,0
RaS 368,2010,172.47,55.83568,20.51017,Found,0
LAP 02412,2002,172.38,-70,-86.36667,Found,0
A-87318,1987,172.2,26,-72,Found,0
Menindee Lakes 003,1969,172,141.88333,-32.91667,Found,0
META78005,1978,172,155.75,-79.68333,Found,0
Hughes 025,1991,172,129.46717,-30.70117,Found,0
DaG 185,1996,172,16.0945,27.1485,Found,0
DaG 499,1997,172,16.28733,27.33417,Found,0
DaG 233,1997,172,16.21317,27.16533,Found,0
Dho 527,2001,172,54.135,18.27667,Found,0
Dho 1699,2010,172,54.68008,18.94895,Found,0
JaH 720,,172,55.68361,19.68611,Found,0
A-881988,1988,171.9,26,-72,Found,0
LEW 97212,1997,171.9,161.5,-84.26667,Found,0
GRA 98051,1998,171.9,-141.5,-86.71667,Found,0
RaS 321,2009,171.9,55.42098,20.88473,Found,0
Y-792797,1979,171.62,35.66667,-71.5,Found,0
GRV 020069,2003,171.5,75.20778,-72.99556,Found,0
GRV 022114,2003,171.43,75.31056,-72.77917,Found,0
A-881854,1988,171.3,26,-72,Found,0
A-882109,1988,171.03,26,-72,Found,0
Mundrabilla 005,1977,171,127.51667,-30.475,Found,0
Acfer 140,1990,171,4.08333,27.56667,Found,0
Acfer 131,1990,171,3.96667,27.58333,Found,0
DaG 139,1996,171,16.208,27.1575,Found,0
DaG 336,1997,171,16.20767,27.19367,Found,0
DaG 646,1998,171,16.66933,26.90833,Found,0
DaG 417,1998,171,15.9125,27.50233,Found,0
NWA 461,2001,171,-12.8335,26.784,Found,0
SJ 058,2010,171,-69.8815,-25.44933,Found,0
Y-791719,1979,170.69,35.66667,-71.5,Found,0
JaH 089,2002,170.69,56.42808,19.93903,Found,0
West Forrest,1971,170.6,127.98333,-30.75,Found,0
Nurina 002,1977,170.5,126.6,-30.45,Found,0
EET 87756,1987,170.5,156.50264,-76.27559,Found,0
A-881651,1988,170.48,26,-72,Found,0
A-881924,1988,170.4,26,-72,Found,0
Atlantic Ocean,1809,170,-70.41667,30.83333,Found,0
Tnz 047,1992,170,0.40167,25.45306,Found,0
GRO 95550,1995,170,175,-85.66667,Found,0
HaH 098,1995,170,13.40067,28.62617,Found,0
DaG 490,1997,170,16.35017,27.1885,Found,0
DaG 492,1997,170,16.12683,27.15133,Found,0
Bluewing 031,1999,170,-118.93333,40.26667,Found,0
DaG 933,2000,170,16.06667,27.08333,Found,0
Dho 1045,2000,170,54.6138,18.81953,Found,0
Dho 838,2002,170,54.76333,19.32833,Found,0
Dho 947,2002,170,54.235,18.35333,Found,0
UAE 020,2009,170,55.18439,22.88811,Found,0
EET 83371,1983,169.9,157.19639,-76.28306,Found,0
LEW 87169,1987,169.8,161.22536,-84.36976,Found,0
EET 87603,1987,169.8,156.46121,-76.27052,Found,0
GRO 95556,1995,169.8,175,-85.66667,Found,0
JaH 599,2009,169.7,55.68265,19.7965,Found,0
GRV 022027,2003,169.65,75.29833,-72.78306,Found,0
LEW 85329,1985,169.6,161.08333,-84.28333,Found,0
EET 99423,1999,169.5,157.16667,-76.18333,Found,0
LAP 02339,2002,169.39,-70,-86.36667,Found,0
A-87323,1987,169.33,26,-72,Found,0
Mulga (west),1971,169.2,126.36667,-30.18333,Found,0
QUE 90231,1990,169.2,162.68497,-84.58079,Found,0
SaU 044,2000,169.1,57.27194,21.06083,Found,0
Acfer 310,1992,169,4.25306,27.68361,Found,0
Acfer 314,1992,169,4.09806,27.66389,Found,0
DaG 1041,1998,169,16.055,27.08333,Found,0
Dho 434,2001,169,54.41242,18.74653,Found,0
MET 01046,2001,169,159.75,-79.68333,Found,0
JaH 781,,169,56.43361,19.7975,Found,0
EET 83372,1983,168.9,157.18472,-76.27472,Found,0
LAP 02332,2002,168.8,-70,-86.36667,Found,0
MET 01034,2001,168.7,159.75,-79.68333,Found,0
Y-792763,1979,168.69,35.66667,-71.5,Found,0
Y-82096,1982,168.51,35.66667,-71.5,Found,0
SaU 294,2004,168.5,56.965,21.04395,Found,0
ALH 84148,1984,168.4,158.71588,-76.72522,Found,0
A-880128,1988,168.33,26,-72,Found,0
QUE 90239,1990,168.2,162.71511,-84.5903,Found,0
A-87196,1987,168.06,26,-72,Found,0
ALH 85041,1985,168,159.38484,-76.70547,Found,0
HaH 137,1995,168,12.66367,29.00933,Found,0
DaG 655,1999,168,16.18333,27.11667,Found,0
HaH 311,2000,168,13.44517,29.2355,Found,0
SaU 131,2004,168,57.27,21.07,Found,0
Dho 1675,2004,168,54.02947,18.259,Found,0
SJ 055,2010,168,-69.8635,-25.43933,Found,0
SJ 059,2010,168,-69.88033,-25.449,Found,0
Dho 1720,2010,168,54.82375,19.12132,Found,0
LAP 02373,2002,167.97,-70,-86.36667,Found,0
Hoima,2003,167.7,31.47278,1.345,Fell,0
DaG 564,1997,167.69,16.5515,26.89517,Found,0
RaS 249,2005,167.67,56.38473,20.00237,Found,0
ALHA80110,1980,167.6,159.28167,-76.77333,Found,0
QUE 97811,1997,167.6,168,-84,Found,0
MAC 87300,1987,167.5,160.5,-84.21667,Found,0
GRO 95565,1995,167.5,175,-85.66667,Found,0
SaU 451,2006,167.41,57.35065,20.79325,Found,0
A-881429,1988,167.35,26,-72,Found,0
ALH 85062,1985,167.3,156.20617,-76.84511,Found,0
QUE 94500,1994,167.3,168,-84,Found,0
EET 83305,1983,167,157.22528,-76.28722,Found,0
PCA 91134,1991,167,-68.98431,-85.67037,Found,0
Acfer 320,1992,167,3.88806,27.46056,Found,0
Aguemour 014,1993,167,4.3225,27.57806,Found,0
DaG 039,1995,167,16.35667,27.11067,Found,0
DaG 394,1997,167,16.20417,27.409,Found,0
SaU 028,2000,167,57.2245,21.06567,Found,0
Dho 654,2001,167,54.81638,19.1071,Found,0
MET 01256,2001,167,159.75,-79.68333,Found,0
Cross Roads,1892,167,-78.13333,35.63333,Fell,0
RKPA78004,1978,166.9,159.25,-76.26667,Found,0
QUE 90254,1990,166.9,162.64559,-84.58227,Found,0
MET 00615,2000,166.85,155.75,-79.68333,Found,0
Y-980318,1998,166.81,35.66667,-71.5,Found,0
A-881013,1988,166.8,26,-72,Found,0
HrDL 007,2000,166.7,-117.26357,35.04953,Found,0
Y-75015,1975,166.6,35.66667,-71.5,Found,0
A-881747,1988,166.55,26,-72,Found,0
A-881645,1988,166.52,26,-72,Found,0
Y-792741,1979,166.45,35.66667,-71.5,Found,0
QUE 99601,1999,166.4,168,-84,Found,0
JaH 511,2008,166.4,55.15273,19.54188,Found,0
Wolamo,1964,166.4,39,9,Fell,0
JaH 316,2001,166.2,55.5543,19.34918,Found,0
GRV 020039,2002,166.1,75.05472,-73.16306,Found,0
Acfer 182,1990,166,4.35,27.7,Found,0
QUE 90256,1990,166,162.20704,-84.60292,Found,0
HaH 026,1990,166,12.85,28.85,Found,0
Forrest 035,1991,166,128.08333,-30.75,Found,0
DaG 342,1997,166,16.1195,27.10483,Found,0
DaG 871,1998,166,16.27783,27.01267,Found,0
NWA 021,1999,166,-5.58333,29.91667,Found,0
DaG 794,2000,166,16.4505,26.99333,Found,0
DaG 832,2000,166,16.14817,27.447,Found,0
Dho 723,2001,166,54.21833,18.68333,Found,0
Dho 943,2002,166,54.765,19.05167,Found,0
MET 00504,2000,165.9,155.75,-79.68333,Found,0
Y-790406,1979,165.71,35.66667,-71.5,Found,0
FRO 90236,1990,165.7,160.44392,-72.95645,Found,0
Y-74367,1974,165.6,35.72778,-71.79306,Found,0
Y-793508,1979,165.57,35.66667,-71.5,Found,0
TIL 91718,1991,165.5,-94.59718,-85.15931,Found,0
QUE 94200,1994,165.4,168,-84,Found,0
AH 068,2009,165.4,57.58427,19.14025,Found,0
EET 82607,1982,165.3,157.3225,-76.29417,Found,0
Dho 990,2004,165.3,54.83617,19.25317,Found,0
JaH 588,2009,165.3,56.87883,19.62363,Found,0
JaH 637,2010,165.3,55.74724,19.68364,Found,0
RaS 306,2009,165.2,56.03632,20.48983,Found,0
Y-791977,1979,165.17,35.66667,-71.5,Found,0
Y-790270,1979,165.08,35.66667,-71.5,Found,0
Acfer 281,1991,165,3.88444,27.54222,Found,0
PCA 91416,1991,165,-68.51262,-85.70188,Found,0
HaH 094,1995,165,13.45783,28.60083,Found,0
Columbus,1997,165,-107.3945,31.82967,Found,0
Peramiho,1899,165,35.5,-10.66667,Fell,0
QUE 93052,1993,164.9,162.5492,-84.5881,Found,0
EET 96052,1996,164.9,157.16667,-76.18333,Found,0
QUE 99607,1999,164.9,168,-84,Found,0
LAP 03631,2003,164.9,-70,-86.36667,Found,0
LAP 02337,2002,164.8,-70,-86.36667,Found,0
Dho 817,2001,164.75,54.51398,19.01982,Found,0
PCA 91107,1991,164.6,-68.44175,-85.66261,Found,0
SaU 435,2001,164.6,57.27558,21.09352,Found,0
MET 01019,2001,164.5,159.75,-79.68333,Found,0
Y-791317,1979,164.42,35.66667,-71.5,Found,0
QUE 93044,1993,164.4,162.05506,-84.57865,Found,0
QUE 99033,1999,164.2,168,-84,Found,0
MET 01028,2001,164.2,159.75,-79.68333,Found,0
Y-790533,1979,164.14,35.66667,-71.5,Found,0
A-881244,1988,164.11,26,-72,Found,0
ALHA78044,1978,164.1,159.66667,-76.71667,Found,0
EET 96333,1996,164.1,157.16667,-76.18333,Found,0
Kivesvaara,1968,164,27.56667,64.45,Found,0
ALH 84140,1984,164,156.99656,-77.0238,Found,0
El Atchane 002,1991,164,4.05889,29.69889,Found,0
DaG 052,1995,164,16.25467,27.30317,Found,0
Onello,1997,164,137.66667,63.16667,Found,0
DaG 444,1998,164,16.15733,27.38833,Found,0
DaG 847,1999,164,16.07983,27.0655,Found,0
DaG 959,1999,164,16.348,26.96583,Found,0
Dho 024,2000,164,54.55333,19.06167,Found,0
EET 90370,1990,163.9,156.42934,-76.27124,Found,0
TIL 91714,1991,163.9,-94.57049,-85.15639,Found,0
EET 83392,1983,163.8,157.17917,-76.32444,Found,0
A-882116,1988,163.8,26,-72,Found,0
GRA 98006,1998,163.7,-141.5,-86.71667,Found,0
GRV 051525,2006,163.69,75.32167,-72.93278,Found,0
ALHA81007,1981,163.5,159.24917,-76.68972,Found,0
JaH 715,2011,163.5,56.72473,19.70205,Found,0
Y-791047,1979,163.44,35.66667,-71.5,Found,0
QUE 93046,1993,163.3,162.05423,-84.63054,Found,0
RaS 273,2008,163.3,56.12353,20.51968,Found,0
Y-74650,1974,163.2,35.99722,-71.74861,Found,0
WIS 91626,1991,163.2,-122.96137,-86.50994,Found,0
QUE 97020,1997,163.2,168,-84,Found,0
LEW 86211,1986,163.1,161.25171,-84.31177,Found,0
Acfer 087,1990,163,4.26667,27.7,Found,0
Acfer 128,1990,163,4.3,27.5,Found,0
Acfer 179,1990,163,3.75,27.46667,Found,0
HaH 062,1994,163,12.34367,28.76467,Found,0
Dho 004,1999,163,54.05333,18.42833,Found,0
NWA 036,1999,163,-9.5,27.16667,Found,0
Dho 760,2000,163,54.67403,18.94455,Found,0
SaU 159,2001,163,57.32033,21.01717,Found,0
Dho 1452,2008,163,54.36783,19.01602,Found,0
El MÌ©dano 071,2011,163,-70.53333,-24.85,Found,0
Y-790992,1979,162.99,35.66667,-71.5,Found,0
A-87220,1987,162.89,26,-72,Found,0
GRV 052483,2006,162.84,75.316111,-72.779722,Found,0
PCA 91317,1991,162.8,-69.06894,-85.67662,Found,0
LAP 02380,2002,162.78,-70,-86.36667,Found,0
LAP 02256,2002,162.77,-70,-86.36667,Found,0
SaU 281,2001,162.56,57.2,21,Found,0
A-881551,1988,162.48,26,-72,Found,0
JOH 03013,2003,162.4,161.00194,-72.9,Found,0
Y-74007,1974,162.3,35.66667,-71.5,Found,0
EET 87635,1987,162.3,156.49151,-76.28142,Found,0
EET 90466,1990,162.3,156.41554,-76.26842,Found,0
JaH 517,2008,162.3,55.17292,19.50153,Found,0
EET 92046,1992,162.2,156.23008,-76.09729,Found,0
GRV 052965,2006,162.08,75.30889,-72.77944,Found,0
Y-790043,1979,162.01,35.66667,-71.5,Found,0
EET 87571,1987,162,157.16667,-76.18333,Found,0
Acfer 129,1990,162,4.2,27.6,Found,0
Acfer 072,1990,162,4.25,27.63333,Found,0
Acfer 301,1992,162,3.89806,27.52722,Found,0
CyDL 117,1999,162,-116.74443,35.0501,Found,0
JaH 009,1999,162,56.145,19.26833,Found,0
DaG 678,2000,162,16.43333,26.75,Found,0
HaH 269,2000,162,12.86767,28.45383,Found,0
Dho 409,2001,162,54.20318,18.70388,Found,0
Dho 848,2001,162,54.28,18.20167,Found,0
PdM 002,2003,162,-70.44756,-23.21406,Found,0
Y-790397,1979,161.99,35.66667,-71.5,Found,0
A-881127,1988,161.93,26,-72,Found,0
RaS 323,2009,161.8,55.4247,20.79907,Found,0
GRV 051618,2006,161.77,75.32806,-72.77778,Found,0
EET 87778,1987,161.7,157.16667,-76.18333,Found,0
RaS 302,2009,161.7,56.24085,20.14475,Found,0
Y-791211,1979,161.67,35.66667,-71.5,Found,0
JaH 385,2003,161.6,55.89948,19.36147,Found,0
A-881283,1988,161.56,26,-72,Found,0
QUE 93076,1993,161.5,162.08099,-84.57709,Found,0
PCA 91213,1991,161.4,-68.83073,-85.68795,Found,0
Y-793402,1979,161.39,35.66667,-71.5,Found,0
Y-791844,1979,161.34,35.66667,-71.5,Found,0
GRO 95620,1995,161.3,175,-85.66667,Found,0
QUE 93053,1993,161.2,162.15262,-84.57148,Found,0
Daraj 018,1986,161,11.84667,29.96667,Found,0
DaG 454,1998,161,15.855,27.7875,Found,0
DaG 607,1998,161,15.9935,27.31283,Found,0
DaG 605,1998,161,16.28283,27.028,Found,0
NWA 735,1999,161,-4.11667,30.61667,Found,0
Dho 073,1999,161,54.84733,19.14867,Found,0
Dho 417,2001,161,54.23132,18.76392,Found,0
Acfer 355,2002,161,3.781,27.58967,Found,0
El MÌ©dano 118,2011,161,-70.53333,-24.85,Found,0
GRV 053340,2006,160.87,75.32833,-72.77722,Found,0
ALHA78110,1978,160.7,159.66667,-76.71667,Found,0
BTNA78001,1978,160.7,153.5,-80.25,Found,0
GRV 022039,2003,160.67,75.31528,-72.77861,Found,0
MET 01042,2001,160.6,159.75,-79.68333,Found,0
QUE 93061,1993,160.4,162.05567,-84.57748,Found,0
JaH 424,2007,160.32,56.35117,19.92282,Found,0
RKPA80226,1980,160.3,158.59721,-76.25201,Found,0
Y-791978,1979,160.28,35.66667,-71.5,Found,0
PAT 91522,1991,160.2,-67.4163,-84.96828,Found,0
NWA 7176,2010,160.1,-10.33618,26.01043,Found,0
Dho 835,2001,160.09,54.00393,18.64482,Found,0
Acfer 239,1991,160,3.66639,27.48444,Found,0
DaG 645,1998,160,16.45833,26.98167,Found,0
DaG 634,1998,160,15.99133,27.37083,Found,0
Dho 199,1999,160,54.16667,18.39333,Found,0
Dho 063,1999,160,54.87417,19.17867,Found,0
Dho 514,2000,160,54.24833,18.8,Found,0
SaU 037,2000,160,57.289,21.06917,Found,0
Dho 141,2000,160,54.3535,18.3575,Found,0
Dho 389,2001,160,54.79945,19.10847,Found,0
Dho 476,2001,160,54.88528,19.11023,Found,0
Willcox Playa 009,2009,160,-109.8455,32.07667,Found,0
Al Rais,1957,160,39.51667,24.41667,Fell,0
MET 00492,2000,159.97,155.75,-79.68333,Found,0
ALH 84013,1984,159.9,158.59203,-76.8982,Found,0
Hughes 021,1991,159.9,129.462,-30.668,Found,0
MAC 88134,1988,159.8,160.5,-84.21667,Found,0
JaH 299,2005,159.59,56.44852,19.81463,Found,0
JaH 411,2007,159.4,56.60385,19.67742,Found,0
Y-793193,1979,159.32,35.66667,-71.5,Found,0
MET 01016,2001,159.3,159.75,-79.68333,Found,0
JaH 569,2009,159.3,56.33962,19.74035,Found,0
MET 00487,2000,159.2,155.75,-79.68333,Found,0
JaH 390,2003,159.2,55.75713,19.2743,Found,0
EET 90464,1990,159.1,156.42,-76.2682,Found,0
Hughes 040,1993,159.1,129.51667,-30.38333,Found,0
MET 01215,2001,159.1,159.75,-79.68333,Found,0
MET 00535,2000,159.08,155.75,-79.68333,Found,0
DaG 630,1998,159,16.05067,27.0555,Found,0
TIL 99012,2000,159,-94.58963,-85.15468,Found,0
NWA 464,2001,159,-4.01683,31.36817,Found,0
Paymaster Mine,2004,159,-114.91783,33.18667,Found,0
EET 83373,1983,158.9,157.26,-76.31722,Found,0
Y-791453,1979,158.89,35.66667,-71.5,Found,0
EET 90372,1990,158.8,156.35727,-76.28667,Found,0
GRO 95579,1995,158.7,175,-85.66667,Found,0
Menindee Lakes 004,1969,158.5,141.71667,-33.13333,Found,0
TIL 91705,1991,158.5,-94.57786,-85.16455,Found,0
DaG 964,2000,158.1,16.14283,27.0345,Found,0
Governador Valadares,1958,158,-41.95,-18.85,Found,0
ALHA81251,1981,158,159.33639,-76.67972,Found,0
DaG 176,1996,158,16.12083,27.12483,Found,0
DaG 761,1999,158,16.38567,26.97083,Found,0
SaU 096,2000,158,56.9335,21.10912,Found,0
Dho 471,2001,158,54.83583,19.25557,Found,0
Dho 948,2002,158,54.595,19.39833,Found,0
Y-82019,1982,157.92,35.66667,-71.5,Found,0
ALH 84132,1984,157.8,156.96282,-77.01706,Found,0
EET 83365,1983,157.6,157.26611,-76.31444,Found,0
MET 00486,2000,157.55,155.75,-79.68333,Found,0
SaU 482,2007,157.457,56.65542,20.44538,Found,0
QUE 90233,1990,157.4,162.30082,-84.59412,Found,0
Y-791217,1979,157.31,35.66667,-71.5,Found,0
EET 90237,1990,157.2,156.54171,-76.26492,Found,0
MAC 02838,2002,157.2,160.5,-84.21667,Found,0
ALH 84139,1984,157.1,158.76289,-76.7528,Found,0
MET 00558,2000,157.04,155.75,-79.68333,Found,0
MET 00570,2000,157.02,155.75,-79.68333,Found,0
Acfer 148,1990,157,4.06667,27.58333,Found,0
Acfer 152,1990,157,3.75,27.43333,Found,0
Acfer 167,1990,157,4,27.51667,Found,0
Acfer 193,1990,157,3.95,27.56667,Found,0
Tookabarnoo,1992,157,141.73333,-27.86667,Found,0
DaG 218,1996,157,16.16483,27.1415,Found,0
DaG 407,1998,157,16.268,27.40917,Found,0
Acfer 321,2001,157,4.06117,27.5455,Found,0
Torgau,1561,157,13.05,51.56667,Fell,0
Pontlyfni,1931,157,-4.31944,53.03639,Fell,0
Warm Springs Wilderness,2003,156.9,-114.25052,34.78698,Found,0
MET 00494,2000,156.83,155.75,-79.68333,Found,0
A-87136,1987,156.82,26,-72,Found,0
Y-75113,1975,156.8,35.66667,-71.5,Found,0
TIL 91715,1991,156.8,-94.57789,-85.15844,Found,0
QUE 99603,1999,156.8,168,-84,Found,0
A-881812,1988,156.77,26,-72,Found,0
A-881443,1988,156.74,26,-72,Found,0
EET 99424,1999,156.6,157.16667,-76.18333,Found,0
A-881817,1988,156.56,26,-72,Found,0
RaS 374,2010,156.48,55.83432,20.5002,Found,0
Y-791771,1979,156.43,35.66667,-71.5,Found,0
Tnz 059,2002,156.4,0.21667,25.21667,Found,0
A-881266,1988,156.38,26,-72,Found,0
PCA 91437,1991,156.2,-68.58767,-85.65111,Found,0
GRO 95601,1995,156.2,175,-85.66667,Found,0
EET 96054,1996,156.2,157.16667,-76.18333,Found,0
Oktibbeha County,1854,156,-89,33.5,Found,0
Villa Natamoros,1987,156,-105.4,26.75,Found,0
ALH 88007,1988,156,158.77571,-76.72606,Found,0
El Atchane 016,1998,156,4.75,29.36667,Found,0
DaG 413,1998,156,16.32517,27.48733,Found,0
Dho 778,2000,156,54.73048,18.72542,Found,0
DaG 887,2000,156,16.1,27.15,Found,0
NWA 479,2000,156,-4.98333,30.66667,Found,0
Dho 846,2001,156,54.09333,18.34333,Found,0
Dho 330,2002,156,54.59333,19.38167,Found,0
El MÌ©dano 017,2010,156,-70.53333,-24.85,Found,0
JaH 204,2002,155.94,56.40808,19.98587,Found,0
GRV 050127,2006,155.94,75.25833,-72.98361,Found,0
GRV 054322,2006,155.7,75.29667,-72.78194,Found,0
Dho 1006,2002,155.67,54.00107,18.54293,Found,0
A-882120,1988,155.59,26,-72,Found,0
A-881033,1988,155.59,26,-72,Found,0
PCA 91217,1991,155.4,-68.76222,-85.68497,Found,0
A-880762,1988,155.3,26,-72,Found,0
Rancho Blanco,1987,155,-102.18333,24.3,Found,0
DaG 280,1997,155,16.3185,27.40867,Found,0
UAE 001,2005,155,55.121208,22.846044,Found,0
ALHA81115,1981,154.9,159.26114,-76.67455,Found,0
GRV 98004,1999,154.8,75.42111,-72.83472,Found,0
A-881808,1988,154.76,26,-72,Found,0
ALHA78128,1978,154.7,159.66667,-76.71667,Found,0
EET 96051,1996,154.7,157.16667,-76.18333,Found,0
ALHA81100,1981,154.6,159.66667,-76.71667,Found,0
A-87291,1987,154.59,26,-72,Found,0
GRO 95567,1995,154.5,175,-85.66667,Found,0
SaU 429,2001,154.5,57.26902,21.05525,Found,0
RaS 230,2003,154.49,55.92125,20.55575,Found,0
ALHA77115,1977,154.4,159.66667,-76.71667,Found,0
A-880744,1988,154.38,26,-72,Found,0
Y-790999,1979,154.34,35.66667,-71.5,Found,0
LAP 02220,2002,154.3,-70,-86.36667,Found,0
A-880641,1988,154.23,26,-72,Found,0
SaU 513,2009,154.2,56.55335,20.12538,Found,0
A-881958,1988,154.06,26,-72,Found,0
EET 90020,1990,154,156.41368,-76.2693,Found,0
SaU 100,2000,154,57.30552,20.82752,Found,0
Dho 620,2001,154,54.65688,19.16667,Found,0
Dho 287,2001,154,54.14667,18.40333,Found,0
Dho 1313,2004,154,54.455,18.81833,Found,0
Dho 1571,2006,154,54.16667,18.45333,Found,0
El MÌ©dano 026,2010,154,-70.53333,-24.85,Found,0
SaU 538,2011,154,57.04363,21.10707,Found,0
JaH 732,,154,56.22694,19.69611,Found,0
QUE 90248,1990,153.9,162.24953,-84.59325,Found,0
Dho 985,2004,153.9,54.92317,19.22478,Found,0
A-880776,1988,153.78,26,-72,Found,0
A-881931,1988,153.62,26,-72,Found,0
PCA 91366,1991,153.6,-68.96201,-85.69913,Found,0
ALH 88008,1988,153.5,159.34809,-76.69325,Found,0
QUE 97043,1997,153.5,168,-84,Found,0
MET 96513,1996,153.4,159.75,-79.68333,Found,0
JaH 403,2002,153.278,56.41903,19.97568,Found,0
MET 00474,2000,153.26,155.75,-79.68333,Found,0
RKPA80256,1980,153.2,158.81183,-76.21805,Found,0
GRO 95604,1995,153.2,175,-85.66667,Found,0
JaH 713,2011,153.1,56.73,19.84552,Found,0
Y-790738,1979,153.04,35.66667,-71.5,Found,0
ALHA81029,1981,153,159.2775,-76.68972,Found,0
Acfer 175,1990,153,3.85,27.48333,Found,0
DaG 085,1995,153,16.37217,27.04617,Found,0
DaG 483,1997,153,16.01517,27.46533,Found,0
Dho 1681,2011,153,54.49733,19.2701,Found,0
EET 90486,1990,152.9,156.44067,-76.26905,Found,0
ALHA80132,1980,152.8,159.34417,-76.76111,Found,0
MET 00529,2000,152.6,159.75,-79.68333,Found,0
SaU 300,2000,152.6,57.334417,21.006556,Found,0
EET 87821,1987,152.5,157.16667,-76.18333,Found,0
A-881997,1988,152.48,26,-72,Found,0
QUE 90244,1990,152.4,162.25892,-84.59304,Found,0
A-881209,1988,152.34,26,-72,Found,0
EET 84304,1984,152.2,157.18528,-76.31444,Found,0
